설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자	제공기관코드	제공기관명
안면도자연휴양림	한옥2호	충청남도	태안군	관광	헬로 TV	CJWiFi-8BCB	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	한옥3호	충청남도	태안군	관광	헬로 TV	CJWiFi-8BC3	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	휴양관1호	충청남도	태안군	관광	헬로 TV	CJWiFi-9AAB	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	휴양관2호	충청남도	태안군	관광	헬로 TV	CJWiFi-9AB3	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	휴양관3호	충청남도	태안군	관광	헬로 TV	CJWiFi-8BBB	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	휴양관4호	충청남도	태안군	관광	헬로 TV	CJWiFi-9AA3	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
광명시 평생학습원	로비	경기도	광명시	관공서	KT	PublicWiFiFREE	Jan-15	경기도 광명시 오리로 854번길10(철산동)	경기도 광명시 철산3동 419	경기도 광명시청	02-2680-6192	37.474331	126.868457	2019-09-09	3900000	경기도 광명시
광명7동 주민센터	민원실	경기도	광명시	관공서	광명시	Smart_GM	Sep-13	경기도 광명시 도덕로 53	경기도 광명시 광명동 720번지	경기도 광명시청	02-2680-2303	37.4693679	126.853475	2019-09-09	3900000	경기도 광명시
하안2동 주민센터	민원실	경기도	광명시	관공서	광명시	Smart_GM	Sep-13	경기도 광명시 안현로 25	경기도 광명시 하안동 682-3번지	경기도 광명시청	02-2680-2303	37.4647222	126.8746719	2019-09-09	3900000	경기도 광명시
학온동 주민센터	민원실	경기도	광명시	관공서	광명시	Smart_GM	Sep-13	경기도 광명시 서독로104번길 14	경기도 광명시 가학동 545-3번지	경기도 광명시청	02-2680-2303	37.4156451	126.851338	2019-09-09	3900000	경기도 광명시
광명시청	민원실	경기도	광명시	관공서	광명시	Smart_GM	Sep-13	경기도 광명시 시청로20	경기도 광명시 철산3동 222-1	경기도 광명시청	02-2680-2303	37.4786176	126.8646504	2019-09-09	3900000	경기도 광명시
철산1동 주민센터	민원실	경기도	광명시	관공서	광명시	Smart_GM	Sep-13	경기도 광명시 사성로 121	경기도 광명시 철산동 9-141번지	경기도 광명시청	02-2680-2303	37.4908162	126.8678956	2019-09-09	3900000	경기도 광명시
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 가동 1층 좌측 복도"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 가동 1층 식당앞 복도"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 가동 2층 좌측 복도"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 가동 2층 우측 복도"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 나동 1층 행정실앞"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 나동 1층 우측 복도"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 나동 2층 좌측 복도"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
비젼트레이닝센터	"용답동 250-1, 나동 2층 프로그램실앞"	서울특별시	성동구	교육시설	서울시(삼성)	PublicWiFi@Seoul	Jan-18	서울특별시 성동구 자동차시장길 48		서울시(삼성)	02-2133-6864	37.604514	127.107194	2020-10-15	3030000	서울특별시 성동구
사과나무열림터지역아동센터	왕십리로21다길 20-9	서울특별시	성동구	서민·복지시설	미래부(LGU+)		Jan-14	서울특별시 성동구 왕십리로21다길 20-21		미래부(LGU+)	02-2286-5177	37.559285	127.032011	2020-10-15	3030000	서울특별시 성동구
사과나무열림터지역아동센터	왕십리로21다길 20-9	서울특별시	성동구	서민·복지시설	미래부(LGU+)		Jan-14	서울특별시 성동구 왕십리로21다길 20-21		미래부(LGU+)	02-2286-5177	37.559285	127.032011	2020-10-15	3030000	서울특별시 성동구
달마학교지역아동센터	성덕정길 58	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-15	서울특별시 성동구 성덕정길 58		미래부(SKT)	02-2286-5177	37.53802	127.049851	2020-10-15	3030000	서울특별시 성동구
서울시립게스트하우스	가람길 113 후생관	서울특별시	성동구	관광	미래부(LGU+)		Jan-14	서울특별시 성동구 가람길 125		미래부(LGU+)	02-2286-5177	37.55409	127.057643	2020-10-15	3030000	서울특별시 성동구
서울시립게스트하우스	가람길 113 후생관	서울특별시	성동구	관광	미래부(LGU+)		Jan-14	서울특별시 성동구 가람길 125		미래부(LGU+)	02-2286-5177	37.55409	127.057643	2020-10-15	3030000	서울특별시 성동구
서울시립게스트하우스	가람길 113 후생관	서울특별시	성동구	관광	미래부(LGU+)		Jan-14	서울특별시 성동구 가람길 125		미래부(LGU+)	02-2286-5177	37.55409	127.057643	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	4층 복지관 사무실 내	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	4층 승강기앞 로비	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	1층 통합 사무실내	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570174	127.033381	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	1층 승강기앞 로비	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570174	127.033381	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	2층 신관 승강기 앞 로비	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570174	127.033381	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	2층 승강기앞 로비	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570174	127.033381	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	4층 복지관 사무실 내	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570174	127.033381	2020-10-15	3030000	서울특별시 성동구
옥수종합사회복지관	한림말길 16-5	서울특별시	성동구	서민·복지시설	미래부(LGU+)		Jan-14	서울특별시 성동구 한림말길 16-5		미래부(LGU+)	02-2286-5177	37.54058	127.012845	2020-10-15	3030000	서울특별시 성동구
옥수종합사회복지관	한림말길 16-5	서울특별시	성동구	서민·복지시설	미래부(LGU+)		Jan-14	서울특별시 성동구 한림말길 16-5		미래부(LGU+)	02-2286-5177	37.54058	127.012845	2020-10-15	3030000	서울특별시 성동구
옥수종합사회복지관	한림말길 16-5	서울특별시	성동구	서민·복지시설	미래부(LGU+)		Jan-14	서울특별시 성동구 한림말길 16-5		미래부(LGU+)	02-2286-5177	37.54058	127.012845	2020-10-15	3030000	서울특별시 성동구
옥수종합사회복지관	한림말길 16-5	서울특별시	성동구	서민·복지시설	미래부(LGU+)		Jan-14	서울특별시 성동구 한림말길 16-5		미래부(LGU+)	02-2286-5177	37.54058	127.012845	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
시립동부노인전문요양센터	마장로23길 12	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 마장로23길 12		미래부(SKT)	02-2286-5177	37.567496	127.032781	2020-10-15	3030000	서울특별시 성동구
강남구청	본관 3층	서울특별시	강남구	관공서	강남구	Gangnam	Sep-18	서울특별시 강남구 학동로 426	서울특별시 강남구 삼성동 16-1	서울특별시 강남구청	02-3423-5342	37.5175282	127.0474699	2020-09-01	3220000	서울특별시 강남구
강남구청	본관 3층	서울특별시	강남구	관공서	강남구	Gangnam	Sep-18	서울특별시 강남구 학동로 426	서울특별시 강남구 삼성동 16-1	서울특별시 강남구청	02-3423-5342	37.5175282	127.0474699	2020-09-01	3220000	서울특별시 강남구
서대문구의회(신청사)	구의회 2F_2	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
서대문구의회(신청사)	구의회 2F_3	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
서대문구의회(신청사)	구의회 2F_4	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
서대문구의회(신청사)	구의회 3F_1	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
서대문구의회(신청사)	구의회 3F_2	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
서대문구의회(신청사)	구의회 3F_3	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
서대문구의회(신청사)	구의회 4F_1	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
서대문구의회(신청사)	구의회 4F_2	서울특별시	서대문구	관공서	서대문구	Public WiFi@Seodaemun	Dec-19	서울특별시 서대문구 연희로36길 49	서울특별시 서대문구 연희동 141-40	서대문구	02-3140-8664	37.57827064	126.9384158	2020-01-01	3120000	서울특별시 서대문구
백제문화단지	천정전	충청남도	부여군	관광	KT	free wifi	Jan-20		충청남도 부여군 규암면 합정리 591	충청남도	041-635-7713	36.307131	126.906601	2020-08-30	6440000	충청남도
백제문화단지	백제역사문화관	충청남도	부여군	관광	KT	free wifi	Jan-20		충청남도 부여군 규암면 합정리 597	충청남도	041-635-7713	36.305284	126.905312	2020-08-30	6440000	충청남도
충청남도 충남도서관	충남도서관 1층	충청남도	충남도서관	지역문화시설	LG	ChungnamLib	Apr-20	충청남도 홍성군 홍북읍 도청대로 577	충청남도 홍성군 홍북읍 신경리 887	충청남도 충남도서관	041-635-8024	36.6559154	126.669674	2020-08-30	6440000	충청남도
충청남도 충남도서관	충남도서관 3층	충청남도	충남도서관	지역문화시설	LG	MakerSpace_AP	Jun-20	충청남도 홍성군 홍북읍 도청대로 577	충청남도 홍성군 홍북읍 신경리 887	충청남도 충남도서관	041-635-8024	36.6559154	126.669674	2020-08-30	6440000	충청남도
섭새공원	화장실	강원도	영월군	편의시설	LGU+	Public WiFi Free		강원도 영월군 영월읍 동강로 836	강원도 영월군 영월읍 삼옥리236	강원도 영월군청	1577-0545	37.232689	128.511364	2018-08-25	4270000	강원도 영월군
안면도자연휴양림	화목1호	충청남도	태안군	관광	헬로 TV	CJWiFi-9393	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	화목2호	충청남도	태안군	관광	헬로 TV	CJWiFi-9383	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	화목3호	충청남도	태안군	관광	헬로 TV	CJWiFi-937B	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
안면도자연휴양림	화목4호	충청남도	태안군	관광	헬로 TV	CJWiFi-938B	Aug-20	충청남도 태안군 안면읍 안면대로 3195-6	충청남도 태안군 안면읍 승언리 산32-567	충청남도산림자원연구소태안사무소	041-635-7293	36.497489	126.361728	2020-08-30	6440000	충청남도
굿모닝마트거리	행당동 286-14(굿모닝마트 앞 AP 1)	서울특별시	성동구	기타	서울시(SKT)	PublicWiFi@Seoul	Jan-14	서울특별시 성동구 왕십리로 319		서울시(SKT)	02-2133-6864	37.562	127.034	2020-10-15	3030000	서울특별시 성동구
굿모닝마트거리	행당동 286-14(굿모닝마트 앞 AP 2)	서울특별시	성동구	기타	서울시(SKT)	PublicWiFi@Seoul	Jan-14	서울특별시 성동구 왕십리로 319		서울시(SKT)	02-2133-6864	37.562	127.034	2020-10-15	3030000	서울특별시 성동구
중앙하이츠 사거리	마장동 830(C_0151)	서울특별시	성동구	기타	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 830	서울시(SKT)	02-2133-6864	37.565106	127.038351	2020-10-15	3030000	서울특별시 성동구
중앙하이츠 사거리	마장동 830(C_0151)	서울특별시	성동구	기타	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 830	서울시(SKT)	02-2133-6864	37.565106	127.038351	2020-10-15	3030000	서울특별시 성동구
용답어린이공원	용답동 24-37(용답어린이공원 앞 AP 1)	서울특별시	성동구	편의시설	서울시(SKT)	PublicWiFi@Seoul	Jan-14	서울특별시 성동구 용답길 137		서울시(SKT)	02-2133-6864	37.561	127.055	2020-10-15	3030000	서울특별시 성동구
용답어린이공원	용답동 24-37(용답어린이공원 앞 AP 2)	서울특별시	성동구	편의시설	서울시(SKT)	PublicWiFi@Seoul	Jan-14	서울특별시 성동구 용답길 137		서울시(SKT)	02-2133-6864	37.561	127.055	2020-10-15	3030000	서울특별시 성동구
응봉개나리어린이공원	270	서울특별시	성동구	편의시설	서울시(SKT)	PublicWiFi@Seoul	Jan-15	서울특별시 성동구 독서당로62가길 66		서울시(SKT)	02-2133-6864	37.548492	127.031881	2020-10-15	3030000	서울특별시 성동구
수유중앙시장	"시장 1F 건물내(삼우마트 2번 계산대 위, 오다가다분식(바로튀김앞) 천정)"	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19	서울특별시 강북구 노해로17길 21	서울특별시 강북구 수유동 32-2	서울특별시	02-901-7212	37.640349	127.021313	2019-05-30	3080000	서울특별시 강북구
솔밭근린공원	"진입광장앞CCTV, 배드민턴장CCTV, 문화마당앞CCTV, 애솔마당CCTV, 놀이터앞CCTV"	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19	서울특별시 강북구 삼양로 561	서울특별시 강북구 우이동 80	서울특별시	02-901-7212	37.652957	127.0122387	2019-05-30	3080000	서울특별시 강북구
강북북부시장	번동북부시장 시장입구 CCTV 시설물	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19	서울특별시 강북구 한천로123길 26	서울특별시 강북구 번동 413-3	서울특별시	02-901-7212	37.636234	127.030329	2019-05-30	3080000	서울특별시 강북구
수유전통시장	"나주상회옆 기둥, 수유시장내 서울떡집옆 기둥"	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19	서울특별시 강북구 도봉로71길 11	서울특별시 강북구 수유동 54-25	서울특별시	02-901-7212	37.631274	127.023268	2019-05-30	3080000	서울특별시 강북구
수유재래시장	"라-10호 상가 옆기둥, 다-17호 대도야채 옆 기둥, 나-1호 대권닭상회 옆 기둥"	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19	서울특별시 강북구 도봉로 261	서울특별시 강북구 수유동 51-21	서울특별시	02-901-7212	37.6316594	127.0234513	2019-05-30	3080000	서울특별시 강북구
수유시장	"수유시장 롯데슈퍼안 69호 정금당앞 천정, 수유시장 롯데슈퍼안 고객쉼터옆 천정)"	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19	서울특별시 강북구 도봉로67길 18	서울특별시 강북구 수유동 54-5	서울특별시	02-901-7212	37.630785	127.022934	2019-05-30	3080000	서울특별시 강북구
미아사거리역	"5번출구앞 전봇대, 숭인시장 입구앞 전붓대, 미아사거리역 참치집 앞 전신주"	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19		서울특별시 강북구 미아동 864-14	서울특별시	02-901-7212	37.613227	127.029847	2019-05-30	3080000	서울특별시 강북구
우이천	"월계2교 천변CCTV시설물, 신창교 천변 CCTV 시설물, 보건소인근천변CCTV시설물,  쌍한교천변CCTV시설물, 번동 쌍한교~월계2교 산책로"	서울특별시	강북구	기타	서울특별시	PublicWiFi	Dec-19		서울특별시 강북구 번동 2-2	서울특별시	02-901-7212	37.626184	127.047657	2019-05-30	3080000	서울특별시 강북구
한방진료센터(수유동분소)	1F 진료실	서울특별시	강북구	관공서	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 삼양로 335-1	서울특별시 강북구 수유동 472-31	강북구청	02-901-7212	37.6333627	127.0171026	2019-05-30	3080000	서울특별시 강북구
강북자원봉사센터	2F 사무실	서울특별시	강북구	서민·복지시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 오현로 199-9	서울특별시 강북구 번동 619-33	강북구청	02-901-7212	37.629398	127.0395021	2019-05-30	3080000	서울특별시 강북구
강북웰빙스포츠센터	"1F 헬스장, 2F 고객지원센터"	서울특별시	강북구	지역문화시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 오현로31길 51	서울특별시 강북구 번동 318	강북구청	02-901-7212	37.6303938	127.037789	2019-05-30	3080000	서울특별시 강북구
수유문화정보도서관	"3F 자료실, 4F 열람실"	서울특별시	강북구	지역문화시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 삼양로 299(수유1동주민센터)	서울특별시 강북구 수유동 605-412	강북구청	02-901-7212	37.630083	127.017596	2019-05-30	3080000	서울특별시 강북구
송중문화정보도서관	"1F 휴게실,  2F 컴퓨터공간"	서울특별시	강북구	지역문화시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 도봉로20나길 6	서울특별시 강북구 미아동 138-11	강북구청	02-901-7212	37.6182711	127.029962	2019-05-30	3080000	서울특별시 강북구
솔샘문화정보도서관	"3F 교육장 제1강의실, 3F 교육장 제2강의실, 4F 제1열람실"	서울특별시	강북구	지역문화시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 솔샘로 177	서울특별시 강북구 삼양동 1354-4	강북구청	02-901-7212	37.620462	127.0123883	2019-05-30	3080000	서울특별시 강북구
강북문화정보도서관	건물외부 쉼터(3F 창문)	서울특별시	강북구	지역문화시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 오현로 145	서울특별시 강북구 번동 산27-108	강북구청	02-901-7212	37.6248352	127.0360823	2019-05-30	3080000	서울특별시 강북구
강북청소년문화정보도서관	"3F 전자정보실, 4F 열람실"	서울특별시	강북구	지역문화시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 삼양로54길 68	서울특별시 강북구 미아동 754-1	강북구청	02-901-7212	37.623025	127.0215671	2019-05-30	3080000	서울특별시 강북구
강북문화예술회관	"B1F 안내소, 2F 정보화교육장, 2F복도, 3F 독서실, 광장 시계탑"	서울특별시	강북구	지역문화시설	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 삼각산로 85	서울특별시 강북구 수유동 360-10	강북구청	02-901-7212	37.640788	127.013272	2019-05-30	3080000	서울특별시 강북구
인수동주민센터	1F 민원실	서울특별시	강북구	관공서	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 인수봉로 255	서울특별시 강북구 수유동 527-19	강북구청	02-901-7212	37.641477	127.0105828	2019-05-30	3080000	서울특별시 강북구
우이동주민센터	1F 민원실	서울특별시	강북구	관공서	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 삼양로139길 49	서울특별시 강북구 수유동 568-100	강북구청	02-901-7212	37.64793	127.0119518	2019-05-30	3080000	서울특별시 강북구
수유3동주민센터	1F 민원실	서울특별시	강북구	관공서	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 노해로 36	서울특별시 강북구 수유동 223-8	강북구청	02-901-7212	37.6386748	127.0231273	2019-05-30	3080000	서울특별시 강북구
수유2동주민센터	"1F 민원실, 2F 민원실"	서울특별시	강북구	관공서	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 한천로 1117	서울특별시 강북구 수유동 730-1	강북구청	02-901-7212	37.644644	127.01984	2019-05-30	3080000	서울특별시 강북구
수유1동주민센터	1F 민원실	서울특별시	강북구	관공서	강북구청	PublicWiFi	Feb-19	서울특별시 강북구 삼양로 299	서울특별시 강북구 수유동 605-412	강북구청	02-901-7212	37.630083	127.017596	2019-05-30	3080000	서울특별시 강북구
